Time	[STAT5]	[STAT5p]	[STAT5p2c]	[data1]	[data2]	[frac_v1]	[frac_v2]	[frac_v4]	[STAT5p2n]	[frac_v3]	Values[r4]	Values[D]	Values[smooth_D]	Values[smooth_D_slope]	Values[smooth_D_offset]
2.76	1.18904	0.000958176	7.96446e-011	0.000958177	1.19	0.770508	0.000620906	1.45849e-006	1.12536e-006	1.03221e-010	1	1	3.26263e-006	11527.4	0	0.182696	10.5166	1e-006	1.54319	0.182696	0.0496	0.0458
2.82	1.18904	0.000960638	8.00544e-011	0.000960638	1.19	0.770506	0.000622502	1.53006e-006	1.18059e-006	1.03752e-010	1	1	3.26263e-006	11527.4	0	0.185672	10.5166	1e-006	1.54319	0.185672	0.0496	0.0458
2.88	1.18903	0.000963141	8.0472e-011	0.000963141	1.19	0.770504	0.000624123	1.60201e-006	1.2361e-006	1.04293e-010	1	1	3.26263e-006	11527.4	0	0.188648	10.5166	1e-006	1.54319	0.188648	0.0496	0.0458
2.94	1.18903	0.000965685	8.08977e-011	0.000965685	1.19	0.770502	0.000625772	1.67433e-006	1.2919e-006	1.04845e-010	1	1	3.26263e-006	11527.4	0	0.191624	10.5166	1e-006	1.54319	0.191624	0.0496	0.0458
3	1.18903	0.00096827	8.13313e-011	0.00096827	1.19	0.770501	0.000627447	1.74704e-006	1.34801e-006	1.05407e-010	1	1	3.26263e-006	11527.4	0	0.1946	10.5166	1e-006	1.54319	0.1946	0.0496	0.0458
3.06	1.18903	0.000970895	8.1773e-011	0.000970895	1.19	0.770499	0.000629148	1.82014e-006	1.40441e-006	1.05979e-010	1	1	3.26263e-006	11527.4	0	0.197576	10.5166	1e-006	1.54319	0.197576	0.0496	0.0458
3.12	1.18902	0.000973562	8.22228e-011	0.000973562	1.19	0.770497	0.000630876	1.89364e-006	1.46112e-006	1.06562e-010	1	1	3.26263e-006	11527.4	0	0.200552	10.5166	1e-006	1.54319	0.200552	0.0496	0.0458
3.18	1.18902	0.00097627	8.26808e-011	0.00097627	1.19	0.770495	0.000632631	1.96755e-006	1.51815e-006	1.07156e-010	1	1	3.26263e-006	11527.4	0	0.203528	10.5166	1e-006	1.54319	0.203528	0.0496	0.0458
3.24	1.18902	0.000979018	8.3147e-011	0.000979018	1.19	0.770493	0.000634412	2.04187e-006	1.5755e-006	1.0776e-010	1	1	3.26263e-006	11527.4	0	0.206504	10.5166	1e-006	1.54319	0.206504	0.0496	0.0458
3.3	1.18901	0.000981807	8.36215e-011	0.000981808	1.19	0.770492	0.000636219	2.11661e-006	1.63317e-006	1.08375e-010	1	1	3.26263e-006	11527.4	0	0.20948	10.5166	1e-006	1.54319	0.20948	0.0496	0.0458
3.36	1.18901	0.000984638	8.41043e-011	0.000984638	1.19	0.77049	0.000638053	2.19178e-006	1.69117e-006	1.09001e-010	1	1	3.26263e-006	11527.4	0	0.212456	10.5166	1e-006	1.54319	0.212456	0.0496	0.0458
3.42	1.18901	0.000987509	8.45954e-011	0.000987509	1.19	0.770488	0.000639914	2.26739e-006	1.74951e-006	1.09637e-010	1	1	3.26263e-006	11527.4	0	0.215432	10.5166	1e-006	1.54319	0.215432	0.0496	0.0458
3.48	1.18901	0.000990421	8.50951e-011	0.000990421	1.19	0.770486	0.000641801	2.34345e-006	1.80819e-006	1.10285e-010	1	1	3.26263e-006	11527.4	0	0.218408	10.5166	1e-006	1.54319	0.218408	0.0496	0.0458
3.54	1.189	0.000993374	8.56033e-011	0.000993374	1.19	0.770484	0.000643714	2.41996e-006	1.86723e-006	1.10943e-010	1	1	3.26263e-006	11527.4	0	0.221384	10.5166	1e-006	1.54319	0.221384	0.0496	0.0458
3.6	1.189	0.000996367	8.612e-011	0.000996368	1.19	0.770482	0.000645654	2.49692e-006	1.92661e-006	1.11613e-010	1	1	3.26263e-006	11527.4	0	0.22436	10.5166	1e-006	1.54319	0.22436	0.0496	0.0458
3.66	1.189	0.000999402	8.66454e-011	0.000999402	1.19	0.77048	0.000647621	2.57435e-006	1.98636e-006	1.12294e-010	1	1	3.26263e-006	11527.4	0	0.227336	10.5166	1e-006	1.54319	0.227336	0.0496	0.0458
3.72	1.18899	0.00100248	8.71794e-011	0.00100248	1.19	0.770478	0.000649614	2.65226e-006	2.04647e-006	1.12986e-010	1	1	3.26263e-006	11527.4	0	0.230312	10.5166	1e-006	1.54319	0.230312	0.0496	0.0458
3.78	1.18899	0.00100559	8.77223e-011	0.00100559	1.19	0.770476	0.000651633	2.73066e-006	2.10697e-006	1.1369e-010	1	1	3.26263e-006	11527.4	0	0.233288	10.5166	1e-006	1.54319	0.233288	0.0496	0.0458
3.84	1.18899	0.00100875	8.82742e-011	0.00100875	1.19	0.770473	0.000653679	2.80957e-006	2.16785e-006	1.14405e-010	1	1	3.26263e-006	11527.4	0	0.236264	10.5166	1e-006	1.54319	0.236264	0.0496	0.0458
3.9	1.18898	0.00101195	8.88349e-011	0.00101195	1.19	0.770471	0.000655751	2.88897e-006	2.22911e-006	1.15132e-010	1	1	3.26263e-006	11527.4	0	0.23924	10.5166	1e-006	1.54319	0.23924	0.0496	0.0458
3.96	1.18898	0.00101519	8.94046e-011	0.00101519	1.19	0.770469	0.000657849	2.96888e-006	2.29077e-006	1.1587e-010	1	1	3.26263e-006	11527.4	0	0.242216	10.5166	1e-006	1.54319	0.242216	0.0496	0.0458
4.02	1.18898	0.00101848	8.99819e-011	0.00101848	1.19	0.770467	0.000659981	3.04929e-006	2.35282e-006	1.16618e-010	1	1	3.26263e-006	11527.4	0	0.249417	10.5166	1e-006	1.54319	0.249417	0.26085	-0.7992
4.08	1.18897	0.00102194	9.06119e-011	0.00102194	1.19	0.770465	0.000662228	3.13024e-006	2.41528e-006	1.17435e-010	1	1	3.26263e-006	11527.4	0	0.265068	10.5166	1e-006	1.54319	0.265068	0.26085	-0.7992
4.14	1.18897	0.00102563	9.12524e-011	0.00102563	1.19	0.770462	0.000664616	3.21176e-006	2.47818e-006	1.18265e-010	1	1	3.26263e-006	11527.4	0	0.280719	10.5166	1e-006	1.54319	0.280719	0.26085	-0.7992
4.2	1.18897	0.00102953	9.19482e-011	0.00102953	1.18999	0.770459	0.000667145	3.2939e-006	2.54156e-006	1.19166e-010	1	1	3.26263e-006	11527.4	0	0.29637	10.5166	1e-006	1.54319	0.29637	0.26085	-0.7992
4.26	1.18896	0.00103365	9.26854e-011	0.00103365	1.18999	0.770457	0.000669815	3.37667e-006	2.60542e-006	1.20122e-010	1	1	3.26263e-006	11527.4	0	0.312021	10.5166	1e-006	1.54319	0.312021	0.26085	-0.7992
4.32	1.18896	0.00103799	9.34651e-011	0.00103799	1.18999	0.770454	0.000672626	3.46014e-006	2.66983e-006	1.21132e-010	1	1	3.26263e-006	11527.4	0	0.327672	10.5166	1e-006	1.54319	0.327672	0.26085	-0.7992
4.38	1.18895	0.00104254	9.42872e-011	0.00104254	1.18999	0.770451	0.000675578	3.54432e-006	2.73478e-006	1.22198e-010	1	1	3.26263e-006	11527.4	0	0.343323	10.5166	1e-006	1.54319	0.343323	0.26085	-0.7992
4.44	1.18895	0.00104732	9.51524e-011	0.00104732	1.18999	0.770448	0.00067867	3.62924e-006	2.8003e-006	1.23319e-010	1	1	3.26263e-006	11527.4	0	0.358974	10.5166	1e-006	1.54319	0.358974	0.26085	-0.7992
4.5	1.18894	0.00105231	9.60612e-011	0.00105231	1.18999	0.770444	0.000681904	3.71495e-006	2.86643e-006	1.24497e-010	1	1	3.26263e-006	11527.4	0	0.374625	10.5166	1e-006	1.54319	0.374625	0.26085	-0.7992
4.56	1.18894	0.00105751	9.70141e-011	0.00105751	1.18999	0.770441	0.000685278	3.80148e-006	2.9332e-006	1.25732e-010	1	1	3.26263e-006	11527.4	0	0.390276	10.5166	1e-006	1.54319	0.390276	0.26085	-0.7992
4.62	1.18893	0.00106294	9.80118e-011	0.00106294	1.18999	0.770437	0.000688793	3.88888e-006	3.00064e-006	1.27025e-010	1	1	3.26263e-006	11527.4	0	0.405927	10.5166	1e-006	1.54319	0.405927	0.26085	-0.7992
4.68	1.18893	0.00106858	9.90549e-011	0.00106858	1.18999	0.770434	0.000692449	3.97719e-006	3.06878e-006	1.28377e-010	1	1	3.26263e-006	11527.4	0	0.421578	10.5166	1e-006	1.54319	0.421578	0.26085	-0.7992
4.74	1.18892	0.00107444	1.00144e-010	0.00107444	1.18999	0.77043	0.000696245	4.06646e-006	3.13766e-006	1.29788e-010	1	1	3.26263e-006	11527.4	0	0.437229	10.5166	1e-006	1.54319	0.437229	0.26085	-0.7992
4.8	1.18891	0.00108051	1.0128e-010	0.00108051	1.18999	0.770426	0.000700182	4.15673e-006	3.20732e-006	1.3126e-010	1	1	3.26263e-006	11527.4	0	0.45288	10.5166	1e-006	1.54319	0.45288	0.26085	-0.7992
4.86	1.18891	0.00108681	1.02463e-010	0.00108681	1.18999	0.770421	0.00070426	4.24804e-006	3.27777e-006	1.32794e-010	1	1	3.26263e-006	11527.4	0	0.468531	10.5166	1e-006	1.54319	0.468531	0.26085	-0.7992
4.92	1.1889	0.00109332	1.03694e-010	0.00109332	1.18999	0.770417	0.000708478	4.34043e-006	3.34906e-006	1.34389e-010	1	1	3.26263e-006	11527.4	0	0.484182	10.5166	1e-006	1.54319	0.484182	0.26085	-0.7992
4.98	1.18889	0.00110004	1.04974e-010	0.00110004	1.18999	0.770413	0.000712837	4.43395e-006	3.42122e-006	1.36048e-010	1	1	3.26263e-006	11527.4	0	0.499833	10.5166	1e-006	1.54319	0.499833	0.26085	-0.7992
5.04	1.18889	0.00110699	1.06303e-010	0.00110699	1.18999	0.770408	0.000717336	4.52864e-006	3.49428e-006	1.3777e-010	1	1	3.26263e-006	11527.4	0	0.515484	10.5166	1e-006	1.54319	0.515484	0.26085	-0.7992
5.1	1.18888	0.00111414	1.07682e-010	0.00111415	1.18999	0.770403	0.000721975	4.62455e-006	3.56828e-006	1.39558e-010	1	1	3.26263e-006	11527.4	0	0.531135	10.5166	1e-006	1.54319	0.531135	0.26085	-0.7992
5.16	1.18887	0.00112152	1.09113e-010	0.00112152	1.18999	0.770398	0.000726755	4.72172e-006	3.64325e-006	1.41412e-010	1	1	3.26263e-006	11527.4	0	0.546786	10.5166	1e-006	1.54319	0.546786	0.26085	-0.7992
5.22	1.18886	0.00112911	1.10595e-010	0.00112911	1.18999	0.770393	0.000731675	4.82019e-006	3.71923e-006	1.43333e-010	1	1	3.26263e-006	11527.4	0	0.562437	10.5166	1e-006	1.54319	0.562437	0.26085	-0.7992
5.28	1.18886	0.00113692	1.12131e-010	0.00113692	1.18999	0.770388	0.000736735	4.92005e-006	3.79628e-006	1.45323e-010	1	1	3.26263e-006	11527.4	0	0.578088	10.5166	1e-006	1.54319	0.578088	0.26085	-0.7992
5.34	1.18885	0.00114495	1.1372e-010	0.00114495	1.18999	0.770383	0.000741936	5.02132e-006	3.87443e-006	1.47383e-010	1	1	3.26263e-006	11527.4	0	0.593739	10.5166	1e-006	1.54319	0.593739	0.26085	-0.7992
5.4	1.18884	0.00115319	1.15364e-010	0.00115319	1.18999	0.770378	0.000747276	5.12406e-006	3.9537e-006	1.49514e-010	1	1	3.26263e-006	11527.4	0	0.60939	10.5166	1e-006	1.54319	0.60939	0.26085	-0.7992
5.46	1.18883	0.00116165	1.17063e-010	0.00116165	1.18999	0.770372	0.000752757	5.22829e-006	4.03412e-006	1.51716e-010	1	1	3.26263e-006	11527.4	0	0.625041	10.5166	1e-006	1.54319	0.625041	0.26085	-0.7992
5.52	1.18882	0.00117032	1.18818e-010	0.00117032	1.18999	0.770366	0.000758377	5.33407e-006	4.11574e-006	1.5399e-010	1	1	3.26263e-006	11527.4	0	0.640692	10.5166	1e-006	1.54319	0.640692	0.26085	-0.7992
5.58	1.18881	0.00117921	1.2063e-010	0.00117921	1.18999	0.77036	0.000764138	5.44144e-006	4.19859e-006	1.56339e-010	1	1	3.26263e-006	11527.4	0	0.656343	10.5166	1e-006	1.54319	0.656343	0.26085	-0.7992
5.64	1.1888	0.00118832	1.22499e-010	0.00118832	1.18999	0.770354	0.000770038	5.55045e-006	4.2827e-006	1.58761e-010	1	1	3.26263e-006	11527.4	0	0.671994	10.5166	1e-006	1.54319	0.671994	0.26085	-0.7992
5.7	1.18879	0.00119764	1.24427e-010	0.00119764	1.18999	0.770348	0.000776079	5.66114e-006	4.36811e-006	1.61259e-010	1	1	3.26263e-006	11527.4	0	0.687645	10.5166	1e-006	1.54319	0.687645	0.26085	-0.7992
5.76	1.18878	0.00120717	1.26415e-010	0.00120717	1.18999	0.770342	0.000782259	5.7736e-006	4.45488e-006	1.63836e-010	1	1	3.26263e-006	11527.4	0	0.703296	10.5166	1e-006	1.54319	0.703296	0.26085	-0.7992
5.82	1.18877	0.00121693	1.28466e-010	0.00121693	1.18999	0.770335	0.000788579	5.88791e-006	4.54308e-006	1.66494e-010	1	1	3.26263e-006	11527.4	0	0.718947	10.5166	1e-006	1.54319	0.718947	0.26085	-0.7992
5.88	1.18876	0.0012269	1.30579e-010	0.0012269	1.18999	0.770329	0.000795038	6.00409e-006	4.63273e-006	1.69233e-010	1	1	3.26263e-006	11527.4	0	0.734598	10.5166	1e-006	1.54319	0.734598	0.26085	-0.7992
5.94	1.18875	0.00123708	1.32756e-010	0.00123708	1.18999	0.770322	0.000801638	6.12219e-006	4.72385e-006	1.72054e-010	1	1	3.26263e-006	11527.4	0	0.750249	10.5166	1e-006	1.54319	0.750249	0.26085	-0.7992
6	1.18874	0.00124748	1.34997e-010	0.00124748	1.18999	0.770315	0.000808376	6.24225e-006	4.81649e-006	1.74958e-010	1	1	3.26263e-006	11527.4	0	0.7659	10.5166	1e-006	1.54319	0.7659	0.26085	-0.7992
6.06	1.18873	0.00125803	1.3729e-010	0.00125803	1.18999	0.770308	0.000815217	6.3643e-006	4.91066e-006	1.77931e-010	1	1	3.26263e-006	11527.4	0	0.772923	10.5166	1e-006	1.54319	0.772923	0.11705	0.0636
6.12	1.18872	0.00126868	1.39624e-010	0.00126868	1.18999	0.770301	0.000822118	6.48843e-006	5.00644e-006	1.80955e-010	1	1	3.26263e-006	11527.4	0	0.779946	10.5166	1e-006	1.54319	0.779946	0.11705	0.0636
6.18	1.18871	0.00127943	1.42e-010	0.00127943	1.18999	0.770294	0.00082908	6.61468e-006	5.10385e-006	1.84035e-010	1	1	3.26263e-006	11527.4	0	0.786969	10.5166	1e-006	1.54319	0.786969	0.11705	0.0636
6.24	1.1887	0.00129027	1.44416e-010	0.00129027	1.18999	0.770287	0.000836103	6.74307e-006	5.20292e-006	1.87166e-010	1	1	3.26263e-006	11527.4	0	0.793992	10.5166	1e-006	1.54319	0.793992	0.11705	0.0636
6.3	1.18869	0.0013012	1.46874e-010	0.0013012	1.18999	0.77028	0.000843188	6.87366e-006	5.30368e-006	1.90352e-010	1	1	3.26263e-006	11527.4	0	0.801015	10.5166	1e-006	1.54319	0.801015	0.11705	0.0636
6.36	1.18868	0.00131223	1.49374e-010	0.00131223	1.18999	0.770273	0.000850334	7.00646e-006	5.40615e-006	1.93592e-010	1	1	3.26263e-006	11527.4	0	0.808038	10.5166	1e-006	1.54319	0.808038	0.11705	0.0636
6.42	1.18867	0.00132335	1.51917e-010	0.00132335	1.18999	0.770265	0.000857541	7.14152e-006	5.51036e-006	1.96887e-010	1	1	3.26263e-006	11527.4	0	0.815061	10.5166	1e-006	1.54319	0.815061	0.11705	0.0636
6.48	1.18865	0.00133457	1.54503e-010	0.00133457	1.18999	0.770258	0.000864809	7.27887e-006	5.61634e-006	2.00239e-010	1	1	3.26263e-006	11527.4	0	0.822084	10.5166	1e-006	1.54319	0.822084	0.11705	0.0636
6.54	1.18864	0.00134588	1.57133e-010	0.00134588	1.18999	0.77025	0.000872139	7.41854e-006	5.72411e-006	2.03647e-010	1	1	3.26263e-006	11527.4	0	0.829107	10.5166	1e-006	1.54319	0.829107	0.11705	0.0636
6.6	1.18863	0.00135728	1.59808e-010	0.00135728	1.18999	0.770243	0.000879529	7.56059e-006	5.83371e-006	2.07113e-010	1	1	3.26263e-006	11527.4	0	0.83613	10.5166	1e-006	1.54319	0.83613	0.11705	0.0636
6.66	1.18862	0.00136878	1.62527e-010	0.00136878	1.18999	0.770235	0.000886981	7.70504e-006	5.94517e-006	2.10637e-010	1	1	3.26263e-006	11527.4	0	0.843153	10.5166	1e-006	1.54319	0.843153	0.11705	0.0636
6.72	1.18861	0.00138037	1.65292e-010	0.00138037	1.18999	0.770228	0.000894494	7.85196e-006	6.05853e-006	2.14221e-010	1	1	3.26263e-006	11527.4	0	0.850176	10.5166	1e-006	1.54319	0.850176	0.11705	0.0636
6.78	1.1886	0.00139206	1.68103e-010	0.00139206	1.18999	0.77022	0.000902067	8.00138e-006	6.17382e-006	2.17864e-010	1	1	3.26263e-006	11527.4	0	0.857199	10.5166	1e-006	1.54319	0.857199	0.11705	0.0636
6.84	1.18858	0.00140384	1.7096e-010	0.00140384	1.18999	0.770212	0.000909702	8.15333e-006	6.29107e-006	2.21567e-010	1	1	3.26263e-006	11527.4	0	0.864222	10.5166	1e-006	1.54319	0.864222	0.11705	0.0636
6.9	1.18857	0.00141572	1.73865e-010	0.00141572	1.18999	0.770204	0.000917397	8.30787e-006	6.41031e-006	2.25332e-010	1	1	3.26263e-006	11527.4	0	0.871245	10.5166	1e-006	1.54319	0.871245	0.11705	0.0636
6.96	1.18856	0.00142769	1.76817e-010	0.00142769	1.18999	0.770196	0.000925153	8.46504e-006	6.53158e-006	2.29158e-010	1	1	3.26263e-006	11527.4	0	0.878268	10.5166	1e-006	1.54319	0.878268	0.11705	0.0636
7.02	1.18855	0.00143975	1.79818e-010	0.00143975	1.18999	0.770188	0.00093297	8.62488e-006	6.65491e-006	2.33047e-010	1	1	3.26263e-006	11527.4	0	0.885291	10.5166	1e-006	1.54319	0.885291	0.11705	0.0636
7.08	1.18853	0.00145191	1.82867e-010	0.00145191	1.18999	0.77018	0.000940848	8.78743e-006	6.78034e-006	2.36999e-010	1	1	3.26263e-006	11527.4	0	0.892314	10.5166	1e-006	1.54319	0.892314	0.11705	0.0636
7.14	1.18852	0.00146416	1.85966e-010	0.00146416	1.18999	0.770172	0.000948786	8.95274e-006	6.90789e-006	2.41015e-010	1	1	3.26263e-006	11527.4	0	0.899337	10.5166	1e-006	1.54319	0.899337	0.11705	0.0636
7.2	1.18851	0.0014765	1.89115e-010	0.0014765	1.18999	0.770164	0.000956785	9.12084e-006	7.0376e-006	2.45096e-010	1	1	3.26263e-006	11527.4	0	0.90636	10.5166	1e-006	1.54319	0.90636	0.11705	0.0636
7.26	1.1885	0.00148894	1.92315e-010	0.00148894	1.18999	0.770156	0.000964845	9.29181e-006	7.16951e-006	2.49243e-010	1	1	3.26263e-006	11527.4	0	0.913383	10.5166	1e-006	1.54319	0.913383	0.11705	0.0636
7.32	1.18848	0.00150147	1.95565e-010	0.00150147	1.18999	0.770148	0.000972965	9.46571e-006	7.3037e-006	2.53456e-010	1	1	3.26263e-006	11527.4	0	0.920406	10.5166	1e-006	1.54319	0.920406	0.11705	0.0636
7.38	1.18847	0.00151409	1.98868e-010	0.00151409	1.18999	0.770139	0.000981146	9.64257e-006	7.44016e-006	2.57737e-010	1	1	3.26263e-006	11527.4	0	0.927429	10.5166	1e-006	1.54319	0.927429	0.11705	0.0636
7.44	1.18846	0.00152681	2.02223e-010	0.00152681	1.18998	0.770131	0.000989387	9.82241e-006	7.57892e-006	2.62085e-010	1	1	3.26263e-006	11527.4	0	0.934452	10.5166	1e-006	1.54319	0.934452	0.11705	0.0636
7.5	1.18844	0.00153962	2.05631e-010	0.00153962	1.18998	0.770122	0.000997688	1.00053e-005	7.72003e-006	2.66502e-010	1	1	3.26263e-006	11527.4	0	0.941475	10.5166	1e-006	1.54319	0.941475	0.11705	0.0636
7.56	1.18843	0.00155253	2.09093e-010	0.00155253	1.18998	0.770114	0.00100605	1.01912e-005	7.86351e-006	2.70988e-010	1	1	3.26263e-006	11527.4	0	0.948498	10.5166	1e-006	1.54319	0.948498	0.11705	0.0636
7.62	1.18842	0.00156552	2.12608e-010	0.00156552	1.18998	0.770105	0.00101447	1.03803e-005	8.00941e-006	2.75544e-010	1	1	3.26263e-006	11527.4	0	0.955521	10.5166	1e-006	1.54319	0.955521	0.11705	0.0636
7.68	1.18841	0.00157861	2.16179e-010	0.00157861	1.18998	0.770096	0.00102295	1.05726e-005	8.15775e-006	2.80171e-010	1	1	3.26263e-006	11527.4	0	0.962544	10.5166	1e-006	1.54319	0.962544	0.11705	0.0636
7.74	1.18839	0.0015918	2.19804e-010	0.0015918	1.18998	0.770088	0.0010315	1.0768e-005	8.30857e-006	2.8487e-010	1	1	3.26263e-006	11527.4	0	0.969567	10.5166	1e-006	1.54319	0.969567	0.11705	0.0636
7.8	1.18838	0.00160507	2.23485e-010	0.00160507	1.18998	0.770079	0.0010401	1.09668e-005	8.4619e-006	2.89641e-010	1	1	3.26263e-006	11527.4	0	0.97659	10.5166	1e-006	1.54319	0.97659	0.11705	0.0636
7.86	1.18836	0.00161844	2.27223e-010	0.00161844	1.18998	0.77007	0.00104876	1.11688e-005	8.61778e-006	2.94485e-010	1	1	3.26263e-006	11527.4	0	0.983613	10.5166	1e-006	1.54319	0.983613	0.11705	0.0636
7.92	1.18835	0.0016319	2.31018e-010	0.0016319	1.18998	0.770061	0.00105749	1.13742e-005	8.77629e-006	2.99403e-010	1	1	3.26263e-006	11527.4	0	0.990636	10.5166	1e-006	1.54319	0.990636	0.11705	0.0636
7.98	1.18834	0.00164545	2.34871e-010	0.00164546	1.18998	0.770052	0.00106627	1.15831e-005	8.93747e-006	3.04397e-010	1	1	3.26263e-006	11527.4	0	0.997659	10.5166	1e-006	1.54319	0.997659	0.11705	0.0636
8.04	1.18832	0.00165907	2.38773e-010	0.00165907	1.18998	0.770043	0.00107509	1.17954e-005	9.10129e-006	3.09454e-010	1	1	3.26263e-006	11527.4	0	0.99721	10.5166	1e-006	1.54319	0.99721	-0.06975	1.558
8.1	1.18831	0.00167262	2.4269e-010	0.00167262	1.18998	0.770034	0.00108387	1.20112e-005	9.26779e-006	3.1453e-010	1	1	3.26263e-006	11527.4	0	0.993025	10.5166	1e-006	1.54319	0.993025	-0.06975	1.558
8.16	1.1883	0.00168611	2.46622e-010	0.00168612	1.18998	0.770025	0.00109262	1.22305e-005	9.43701e-006	3.19627e-010	1	1	3.26263e-006	11527.4	0	0.98884	10.5166	1e-006	1.54319	0.98884	-0.06975	1.558
8.22	1.18828	0.00169954	2.50566e-010	0.00169954	1.18998	0.770016	0.00110132	1.24534e-005	9.60896e-006	3.24738e-010	1	1	3.26263e-006	11527.4	0	0.984655	10.5166	1e-006	1.54319	0.984655	-0.06975	1.558
8.28	1.18827	0.00171291	2.54523e-010	0.00171291	1.18998	0.770007	0.00110998	1.26798e-005	9.78364e-006	3.29865e-010	1	1	3.26263e-006	11527.4	0	0.98047	10.5166	1e-006	1.54319	0.98047	-0.06975	1.558
8.34	1.18825	0.00172621	2.58491e-010	0.00172621	1.18998	0.769998	0.0011186	1.29097e-005	9.96105e-006	3.35008e-010	1	1	3.26263e-006	11527.4	0	0.976285	10.5166	1e-006	1.54319	0.976285	-0.06975	1.558
8.4	1.18824	0.00173944	2.6247e-010	0.00173944	1.18998	0.76999	0.00112717	1.31432e-005	1.01412e-005	3.40165e-010	1	1	3.26263e-006	11527.4	0	0.9721	10.5166	1e-006	1.54319	0.9721	-0.06975	1.558
8.46	1.18823	0.00175261	2.6646e-010	0.00175262	1.18998	0.769981	0.00113571	1.33803e-005	1.03241e-005	3.45336e-010	1	1	3.26263e-006	11527.4	0	0.967915	10.5166	1e-006	1.54319	0.967915	-0.06975	1.558
8.52	1.18821	0.00176572	2.70461e-010	0.00176572	1.18998	0.769972	0.0011442	1.36209e-005	1.05098e-005	3.50521e-010	1	1	3.26263e-006	11527.4	0	0.96373	10.5166	1e-006	1.54319	0.96373	-0.06975	1.558
8.58	1.1882	0.00177877	2.74471e-010	0.00177877	1.18998	0.769963	0.00115266	1.38651e-005	1.06983e-005	3.5572e-010	1	1	3.26263e-006	11527.4	0	0.959545	10.5166	1e-006	1.54319	0.959545	-0.06975	1.558
8.64	1.18819	0.00179175	2.78492e-010	0.00179175	1.18998	0.769955	0.00116107	1.4113e-005	1.08895e-005	3.6093e-010	1	1	3.26263e-006	11527.4	0	0.95536	10.5166	1e-006	1.54319	0.95536	-0.06975	1.558
8.7	1.18817	0.00180466	2.82521e-010	0.00180466	1.18998	0.769946	0.00116944	1.43644e-005	1.10835e-005	3.66152e-010	1	1	3.26263e-006	11527.4	0	0.951175	10.5166	1e-006	1.54319	0.951175	-0.06975	1.558
8.76	1.18816	0.00181751	2.8656e-010	0.00181751	1.18998	0.769938	0.00117776	1.46194e-005	1.12803e-005	3.71386e-010	1	1	3.26263e-006	11527.4	0	0.94699	10.5166	1e-006	1.54319	0.94699	-0.06975	1.558
8.82	1.18815	0.0018303	2.90607e-010	0.0018303	1.18998	0.769929	0.00118605	1.48781e-005	1.14798e-005	3.76631e-010	1	1	3.26263e-006	11527.4	0	0.942805	10.5166	1e-006	1.54319	0.942805	-0.06975	1.558
8.88	1.18813	0.00184302	2.94661e-010	0.00184302	1.18998	0.76992	0.00119429	1.51404e-005	1.16822e-005	3.81886e-010	1	1	3.26263e-006	11527.4	0	0.93862	10.5166	1e-006	1.54319	0.93862	-0.06975	1.558
8.94	1.18812	0.00185568	2.98723e-010	0.00185568	1.18998	0.769912	0.0012025	1.54063e-005	1.18874e-005	3.8715e-010	1	1	3.26263e-006	11527.4	0	0.934435	10.5166	1e-006	1.54319	0.934435	-0.06975	1.558
9	1.18811	0.00186828	3.02791e-010	0.00186828	1.18998	0.769904	0.00121066	1.56759e-005	1.20954e-005	3.92423e-010	1	1	3.26263e-006	11527.4	0	0.93025	10.5166	1e-006	1.54319	0.93025	-0.06975	1.558
9.06	1.18809	0.00188081	3.06866e-010	0.00188081	1.18998	0.769895	0.00121878	1.59491e-005	1.23062e-005	3.97704e-010	1	1	3.26263e-006	11527.4	0	0.926065	10.5166	1e-006	1.54319	0.926065	-0.06975	1.558
9.12	1.18808	0.00189327	3.10948e-010	0.00189327	1.18997	0.769887	0.00122686	1.6226e-005	1.25199e-005	4.02994e-010	1	1	3.26263e-006	11527.4	0	0.92188	10.5166	1e-006	1.54319	0.92188	-0.06975	1.558
9.18	1.18807	0.00190568	3.15035e-010	0.00190568	1.18997	0.769879	0.00123489	1.65065e-005	1.27363e-005	4.08291e-010	1	1	3.26263e-006	11527.4	0	0.917695	10.5166	1e-006	1.54319	0.917695	-0.06975	1.558
9.24	1.18806	0.00191801	3.19128e-010	0.00191802	1.18997	0.76987	0.00124289	1.67907e-005	1.29556e-005	4.13595e-010	1	1	3.26263e-006	11527.4	0	0.91351	10.5166	1e-006	1.54319	0.91351	-0.06975	1.558
9.3	1.18804	0.00193029	3.23225e-010	0.00193029	1.18997	0.769862	0.00125084	1.70786e-005	1.31777e-005	4.18905e-010	1	1	3.26263e-006	11527.4	0	0.909325	10.5166	1e-006	1.54319	0.909325	-0.06975	1.558
9.36	1.18803	0.0019425	3.27327e-010	0.0019425	1.18997	0.769854	0.00125875	1.73701e-005	1.34027e-005	4.24221e-010	1	1	3.26263e-006	11527.4	0	0.90514	10.5166	1e-006	1.54319	0.90514	-0.06975	1.558
9.42	1.18802	0.00195464	3.31433e-010	0.00195464	1.18997	0.769846	0.00126663	1.76653e-005	1.36305e-005	4.29543e-010	1	1	3.26263e-006	11527.4	0	0.900955	10.5166	1e-006	1.54319	0.900955	-0.06975	1.558
