Time	[STAT5]	[STAT5p]	[STAT5p2c]	[data1]	[data2]	[frac_v1]	[frac_v2]	[frac_v4]	[STAT5p2n]	[frac_v3]	Values[r4]	Values[D]	Values[smooth_D]	Values[smooth_D_slope]	Values[smooth_D_offset]
45.36	0.703917	0.157099	0.00721497	0.171529	0.875446	0.703917	0.157099	0.124554	0.062277	0.0144299	1	1	0.0601762	3.47033	0.449372	0.0178522	1.8481	0.449372	1	0.0178522	-0.001341	0.07868
45.42	0.704553	0.15686	0.00719347	0.171247	0.875799	0.704553	0.15686	0.124201	0.0621003	0.0143869	1	1	0.0601762	3.47033	0.449372	0.0177718	1.8481	0.449372	1	0.0177718	-0.001341	0.07868
45.48	0.705189	0.156619	0.00717192	0.170963	0.876152	0.705189	0.156619	0.123848	0.0619239	0.0143438	1	1	0.0601762	3.47033	0.449372	0.0176913	1.8481	0.449372	1	0.0176913	-0.001341	0.07868
45.54	0.705826	0.156378	0.00715034	0.170679	0.876504	0.705826	0.156378	0.123496	0.0617478	0.0143007	1	1	0.0601762	3.47033	0.449372	0.0176109	1.8481	0.449372	1	0.0176109	-0.001341	0.07868
45.6	0.706463	0.156136	0.00712872	0.170393	0.876856	0.706463	0.156136	0.123144	0.0615719	0.0142574	1	1	0.0601762	3.47033	0.449372	0.0175304	1.8481	0.449372	1	0.0175304	-0.001341	0.07868
45.66	0.707101	0.155893	0.00710707	0.170107	0.877208	0.707101	0.155893	0.122792	0.0613962	0.0142141	1	1	0.0601762	3.47033	0.449372	0.0174499	1.8481	0.449372	1	0.0174499	-0.001341	0.07868
45.72	0.707738	0.155649	0.00708537	0.16982	0.877558	0.707738	0.155649	0.122442	0.0612208	0.0141707	1	1	0.0601762	3.47033	0.449372	0.0173695	1.8481	0.449372	1	0.0173695	-0.001341	0.07868
45.78	0.708377	0.155405	0.00706364	0.169532	0.877909	0.708377	0.155405	0.122091	0.0610455	0.0141273	1	1	0.0601762	3.47033	0.449372	0.017289	1.8481	0.449372	1	0.017289	-0.001341	0.07868
45.84	0.709016	0.155159	0.00704187	0.169243	0.878259	0.709016	0.155159	0.121741	0.0608705	0.0140837	1	1	0.0601762	3.47033	0.449372	0.0172086	1.8481	0.449372	1	0.0172086	-0.001341	0.07868
45.9	0.709655	0.154913	0.00702006	0.168953	0.878609	0.709655	0.154913	0.121391	0.0606956	0.0140401	1	1	0.0601762	3.47033	0.449372	0.0171281	1.8481	0.449372	1	0.0171281	-0.001341	0.07868
45.96	0.710295	0.154666	0.00699821	0.168663	0.878958	0.710295	0.154666	0.121042	0.0605209	0.0139964	1	1	0.0601762	3.47033	0.449372	0.0170476	1.8481	0.449372	1	0.0170476	-0.001341	0.07868
46.02	0.710936	0.154418	0.00697633	0.168371	0.879307	0.710936	0.154418	0.120693	0.0603464	0.0139527	1	1	0.0601762	3.47033	0.449372	0.0169672	1.8481	0.449372	1	0.0169672	-0.001341	0.07868
46.08	0.711577	0.15417	0.0069544	0.168079	0.879656	0.711577	0.15417	0.120344	0.060172	0.0139088	1	1	0.0601762	3.47033	0.449372	0.0168867	1.8481	0.449372	1	0.0168867	-0.001341	0.07868
46.14	0.712219	0.15392	0.00693244	0.167785	0.880005	0.712219	0.15392	0.119995	0.0599977	0.0138649	1	1	0.0601762	3.47033	0.449372	0.0168063	1.8481	0.449372	1	0.0168063	-0.001341	0.07868
46.2	0.712862	0.15367	0.00691043	0.167491	0.880353	0.712862	0.15367	0.119647	0.0598236	0.0138209	1	1	0.0601762	3.47033	0.449372	0.0167258	1.8481	0.449372	1	0.0167258	-0.001341	0.07868
46.26	0.713505	0.153419	0.00688839	0.167196	0.880701	0.713505	0.153419	0.119299	0.0596495	0.0137768	1	1	0.0601762	3.47033	0.449372	0.0166453	1.8481	0.449372	1	0.0166453	-0.001341	0.07868
46.32	0.71415	0.153167	0.00686631	0.166899	0.881049	0.71415	0.153167	0.118951	0.0594756	0.0137326	1	1	0.0601762	3.47033	0.449372	0.0165649	1.8481	0.449372	1	0.0165649	-0.001341	0.07868
46.38	0.714794	0.152914	0.00684419	0.166602	0.881397	0.714794	0.152914	0.118603	0.0593017	0.0136884	1	1	0.0601762	3.47033	0.449372	0.0164844	1.8481	0.449372	1	0.0164844	-0.001341	0.07868
46.44	0.71544	0.15266	0.00682204	0.166304	0.881744	0.71544	0.15266	0.118256	0.0591279	0.0136441	1	1	0.0601762	3.47033	0.449372	0.016404	1.8481	0.449372	1	0.016404	-0.001341	0.07868
46.5	0.716086	0.152405	0.00679984	0.166005	0.882092	0.716086	0.152405	0.117908	0.0589542	0.0135997	1	1	0.0601762	3.47033	0.449372	0.0163235	1.8481	0.449372	1	0.0163235	-0.001341	0.07868
46.56	0.716734	0.15215	0.0067776	0.165705	0.882439	0.716734	0.15215	0.117561	0.0587806	0.0135552	1	1	0.0601762	3.47033	0.449372	0.016243	1.8481	0.449372	1	0.016243	-0.001341	0.07868
46.62	0.717382	0.151894	0.00675533	0.165404	0.882786	0.717382	0.151894	0.117214	0.058607	0.0135107	1	1	0.0601762	3.47033	0.449372	0.0161626	1.8481	0.449372	1	0.0161626	-0.001341	0.07868
46.68	0.718031	0.151636	0.00673302	0.165102	0.883133	0.718031	0.151636	0.116867	0.0584334	0.013466	1	1	0.0601762	3.47033	0.449372	0.0160821	1.8481	0.449372	1	0.0160821	-0.001341	0.07868
46.74	0.718681	0.151378	0.00671067	0.1648	0.88348	0.718681	0.151378	0.11652	0.0582599	0.0134213	1	1	0.0601762	3.47033	0.449372	0.0160017	1.8481	0.449372	1	0.0160017	-0.001341	0.07868
46.8	0.719331	0.151119	0.00668828	0.164496	0.883827	0.719331	0.151119	0.116173	0.0580863	0.0133766	1	1	0.0601762	3.47033	0.449372	0.0159212	1.8481	0.449372	1	0.0159212	-0.001341	0.07868
46.86	0.719983	0.150859	0.00666585	0.164191	0.884174	0.719983	0.150859	0.115826	0.0579128	0.0133317	1	1	0.0601762	3.47033	0.449372	0.0158407	1.8481	0.449372	1	0.0158407	-0.001341	0.07868
46.92	0.720636	0.150599	0.00664338	0.163886	0.884521	0.720636	0.150599	0.115479	0.0577393	0.0132868	1	1	0.0601762	3.47033	0.449372	0.0157603	1.8481	0.449372	1	0.0157603	-0.001341	0.07868
46.98	0.721289	0.150337	0.00662088	0.163579	0.884868	0.721289	0.150337	0.115132	0.0575658	0.0132418	1	1	0.0601762	3.47033	0.449372	0.0156798	1.8481	0.449372	1	0.0156798	-0.001341	0.07868
47.04	0.721944	0.150075	0.00659834	0.163271	0.885215	0.721944	0.150075	0.114785	0.0573923	0.0131967	1	1	0.0601762	3.47033	0.449372	0.0155994	1.8481	0.449372	1	0.0155994	-0.001341	0.07868
47.1	0.7226	0.149811	0.00657576	0.162963	0.885562	0.7226	0.149811	0.114438	0.0572188	0.0131515	1	1	0.0601762	3.47033	0.449372	0.0155189	1.8481	0.449372	1	0.0155189	-0.001341	0.07868
47.16	0.723256	0.149547	0.00655314	0.162653	0.88591	0.723256	0.149547	0.11409	0.0570452	0.0131063	1	1	0.0601762	3.47033	0.449372	0.0154384	1.8481	0.449372	1	0.0154384	-0.001341	0.07868
47.22	0.723914	0.149282	0.00653048	0.162343	0.886257	0.723914	0.149282	0.113743	0.0568716	0.013061	1	1	0.0601762	3.47033	0.449372	0.015358	1.8481	0.449372	1	0.015358	-0.001341	0.07868
47.28	0.724573	0.149015	0.00650779	0.162031	0.886604	0.724573	0.149015	0.113396	0.056698	0.0130156	1	1	0.0601762	3.47033	0.449372	0.0152775	1.8481	0.449372	1	0.0152775	-0.001341	0.07868
47.34	0.725233	0.148748	0.00648505	0.161718	0.886951	0.725233	0.148748	0.113049	0.0565243	0.0129701	1	1	0.0601762	3.47033	0.449372	0.0151971	1.8481	0.449372	1	0.0151971	-0.001341	0.07868
47.4	0.725894	0.14848	0.00646228	0.161405	0.887299	0.725894	0.14848	0.112701	0.0563506	0.0129246	1	1	0.0601762	3.47033	0.449372	0.0151166	1.8481	0.449372	1	0.0151166	-0.001341	0.07868
47.46	0.726556	0.148212	0.00643947	0.16109	0.887646	0.726556	0.148212	0.112354	0.0561768	0.0128789	1	1	0.0601762	3.47033	0.449372	0.0150361	1.8481	0.449372	1	0.0150361	-0.001341	0.07868
47.52	0.727219	0.147942	0.00641663	0.160775	0.887994	0.727219	0.147942	0.112006	0.0560029	0.0128333	1	1	0.0601762	3.47033	0.449372	0.0149557	1.8481	0.449372	1	0.0149557	-0.001341	0.07868
47.58	0.727884	0.147671	0.00639375	0.160458	0.888342	0.727884	0.147671	0.111658	0.055829	0.0127875	1	1	0.0601762	3.47033	0.449372	0.0148752	1.8481	0.449372	1	0.0148752	-0.001341	0.07868
47.64	0.728549	0.147399	0.00637083	0.160141	0.88869	0.728549	0.147399	0.11131	0.0556549	0.0127417	1	1	0.0601762	3.47033	0.449372	0.0147948	1.8481	0.449372	1	0.0147948	-0.001341	0.07868
47.7	0.729216	0.147127	0.00634787	0.159822	0.889038	0.729216	0.147127	0.110962	0.0554808	0.0126957	1	1	0.0601762	3.47033	0.449372	0.0147143	1.8481	0.449372	1	0.0147143	-0.001341	0.07868
47.76	0.729884	0.146853	0.00632487	0.159503	0.889387	0.729884	0.146853	0.110613	0.0553067	0.0126497	1	1	0.0601762	3.47033	0.449372	0.0146338	1.8481	0.449372	1	0.0146338	-0.001341	0.07868
47.82	0.730553	0.146579	0.00630184	0.159182	0.889735	0.730553	0.146579	0.110265	0.0551324	0.0126037	1	1	0.0601762	3.47033	0.449372	0.0145534	1.8481	0.449372	1	0.0145534	-0.001341	0.07868
47.88	0.731223	0.146303	0.00627877	0.158861	0.890084	0.731223	0.146303	0.109916	0.054958	0.0125575	1	1	0.0601762	3.47033	0.449372	0.0144729	1.8481	0.449372	1	0.0144729	-0.001341	0.07868
47.94	0.731895	0.146027	0.00625566	0.158538	0.890433	0.731895	0.146027	0.109567	0.0547835	0.0125113	1	1	0.0601762	3.47033	0.449372	0.0143925	1.8481	0.449372	1	0.0143925	-0.001341	0.07868
48	0.732568	0.145749	0.00623252	0.158214	0.890782	0.732568	0.145749	0.109218	0.0546089	0.012465	1	1	0.0601762	3.47033	0.449372	0.014312	1.8481	0.449372	1	0.014312	-0.001341	0.07868
48.06	0.733242	0.145471	0.00620934	0.15789	0.891132	0.733242	0.145471	0.108868	0.0544342	0.0124187	1	1	0.0601762	3.47033	0.449372	0.0142315	1.8481	0.449372	1	0.0142315	-0.001341	0.07868
48.12	0.733917	0.145192	0.00618613	0.157564	0.891481	0.733917	0.145192	0.108519	0.0542594	0.0123723	1	1	0.0601762	3.47033	0.449372	0.0141511	1.8481	0.449372	1	0.0141511	-0.001341	0.07868
48.18	0.734594	0.144912	0.00616287	0.157237	0.891831	0.734594	0.144912	0.108169	0.0540844	0.0123257	1	1	0.0601762	3.47033	0.449372	0.0140706	1.8481	0.449372	1	0.0140706	-0.001341	0.07868
48.24	0.735272	0.14463	0.00613958	0.156909	0.892181	0.735272	0.14463	0.107819	0.0539094	0.0122792	1	1	0.0601762	3.47033	0.449372	0.0139902	1.8481	0.449372	1	0.0139902	-0.001341	0.07868
48.3	0.735951	0.144348	0.00611626	0.156581	0.892532	0.735951	0.144348	0.107468	0.0537342	0.0122325	1	1	0.0601762	3.47033	0.449372	0.0139097	1.8481	0.449372	1	0.0139097	-0.001341	0.07868
48.36	0.736632	0.144065	0.00609289	0.156251	0.892882	0.736632	0.144065	0.107118	0.0535588	0.0121858	1	1	0.0601762	3.47033	0.449372	0.0138292	1.8481	0.449372	1	0.0138292	-0.001341	0.07868
48.42	0.737314	0.143781	0.0060695	0.15592	0.893233	0.737314	0.143781	0.106767	0.0533833	0.012139	1	1	0.0601762	3.47033	0.449372	0.0137488	1.8481	0.449372	1	0.0137488	-0.001341	0.07868
48.48	0.737997	0.143495	0.00604606	0.155588	0.893585	0.737997	0.143495	0.106415	0.0532077	0.0120921	1	1	0.0601762	3.47033	0.449372	0.0136683	1.8481	0.449372	1	0.0136683	-0.001341	0.07868
48.54	0.738682	0.143209	0.00602259	0.155254	0.893936	0.738682	0.143209	0.106064	0.053032	0.0120452	1	1	0.0601762	3.47033	0.449372	0.0135879	1.8481	0.449372	1	0.0135879	-0.001341	0.07868
48.6	0.739368	0.142922	0.00599908	0.15492	0.894288	0.739368	0.142922	0.105712	0.052856	0.0119982	1	1	0.0601762	3.47033	0.449372	0.0135074	1.8481	0.449372	1	0.0135074	-0.001341	0.07868
48.66	0.740055	0.142634	0.00597554	0.154585	0.89464	0.740055	0.142634	0.10536	0.05268	0.0119511	1	1	0.0601762	3.47033	0.449372	0.0134269	1.8481	0.449372	1	0.0134269	-0.001341	0.07868
48.72	0.740744	0.142345	0.00595196	0.154249	0.894993	0.740744	0.142345	0.105007	0.0525037	0.0119039	1	1	0.0601762	3.47033	0.449372	0.0133465	1.8481	0.449372	1	0.0133465	-0.001341	0.07868
48.78	0.741434	0.142054	0.00592835	0.153911	0.895345	0.741434	0.142054	0.104655	0.0523274	0.0118567	1	1	0.0601762	3.47033	0.449372	0.013266	1.8481	0.449372	1	0.013266	-0.001341	0.07868
48.84	0.742126	0.141763	0.0059047	0.153573	0.895698	0.742126	0.141763	0.104302	0.0521508	0.0118094	1	1	0.0601762	3.47033	0.449372	0.0131856	1.8481	0.449372	1	0.0131856	-0.001341	0.07868
48.9	0.742819	0.141471	0.00588101	0.153233	0.896052	0.742819	0.141471	0.103948	0.0519741	0.011762	1	1	0.0601762	3.47033	0.449372	0.0131051	1.8481	0.449372	1	0.0131051	-0.001341	0.07868
48.96	0.743513	0.141178	0.00585729	0.152892	0.896406	0.743513	0.141178	0.103594	0.0517972	0.0117146	1	1	0.0601762	3.47033	0.449372	0.0130246	1.8481	0.449372	1	0.0130246	-0.001341	0.07868
49.02	0.744209	0.140883	0.00583354	0.15255	0.89676	0.744209	0.140883	0.10324	0.0516202	0.0116671	1	1	0.0601762	3.47033	0.449372	0.0129442	1.8481	0.449372	1	0.0129442	-0.001341	0.07868
49.08	0.744907	0.140588	0.00580975	0.152207	0.897114	0.744907	0.140588	0.102886	0.0514429	0.0116195	1	1	0.0601762	3.47033	0.449372	0.0128637	1.8481	0.449372	1	0.0128637	-0.001341	0.07868
49.14	0.745606	0.140291	0.00578592	0.151863	0.897469	0.745606	0.140291	0.102531	0.0512655	0.0115718	1	1	0.0601762	3.47033	0.449372	0.0127833	1.8481	0.449372	1	0.0127833	-0.001341	0.07868
49.2	0.746306	0.139994	0.00576206	0.151518	0.897824	0.746306	0.139994	0.102176	0.0510879	0.0115241	1	1	0.0601762	3.47033	0.449372	0.0127028	1.8481	0.449372	1	0.0127028	-0.001341	0.07868
49.26	0.747008	0.139695	0.00573816	0.151172	0.89818	0.747008	0.139695	0.10182	0.0509102	0.0114763	1	1	0.0601762	3.47033	0.449372	0.0126223	1.8481	0.449372	1	0.0126223	-0.001341	0.07868
49.32	0.747712	0.139396	0.00571423	0.150824	0.898536	0.747712	0.139396	0.101464	0.0507322	0.0114285	1	1	0.0601762	3.47033	0.449372	0.0125419	1.8481	0.449372	1	0.0125419	-0.001341	0.07868
49.38	0.748417	0.139095	0.00569026	0.150475	0.898892	0.748417	0.139095	0.101108	0.0505541	0.0113805	1	1	0.0601762	3.47033	0.449372	0.0124614	1.8481	0.449372	1	0.0124614	-0.001341	0.07868
49.44	0.749123	0.138793	0.00566626	0.150125	0.899248	0.749123	0.138793	0.100752	0.0503758	0.0113325	1	1	0.0601762	3.47033	0.449372	0.012381	1.8481	0.449372	1	0.012381	-0.001341	0.07868
49.5	0.749831	0.13849	0.00564223	0.149775	0.899606	0.749831	0.13849	0.100394	0.0501972	0.0112845	1	1	0.0601762	3.47033	0.449372	0.0123005	1.8481	0.449372	1	0.0123005	-0.001341	0.07868
49.56	0.750541	0.138186	0.00561816	0.149422	0.899963	0.750541	0.138186	0.100037	0.0500185	0.0112363	1	1	0.0601762	3.47033	0.449372	0.01222	1.8481	0.449372	1	0.01222	-0.001341	0.07868
49.62	0.751252	0.137881	0.00559405	0.149069	0.900321	0.751252	0.137881	0.0996793	0.0498396	0.0111881	1	1	0.0601762	3.47033	0.449372	0.0121396	1.8481	0.449372	1	0.0121396	-0.001341	0.07868
49.68	0.751964	0.137575	0.00556991	0.148715	0.900679	0.751964	0.137575	0.0993211	0.0496605	0.0111398	1	1	0.0601762	3.47033	0.449372	0.0120591	1.8481	0.449372	1	0.0120591	-0.001341	0.07868
49.74	0.752679	0.137267	0.00554574	0.148359	0.901038	0.752679	0.137267	0.0989625	0.0494812	0.0110915	1	1	0.0601762	3.47033	0.449372	0.0119787	1.8481	0.449372	1	0.0119787	-0.001341	0.07868
49.8	0.753395	0.136959	0.00552153	0.148002	0.901397	0.753395	0.136959	0.0986035	0.0493017	0.0110431	1	1	0.0601762	3.47033	0.449372	0.0118982	1.8481	0.449372	1	0.0118982	-0.001341	0.07868
49.86	0.754112	0.136649	0.00549728	0.147644	0.901756	0.754112	0.136649	0.0982441	0.049122	0.0109946	1	1	0.0601762	3.47033	0.449372	0.0118177	1.8481	0.449372	1	0.0118177	-0.001341	0.07868
49.92	0.754831	0.136339	0.00547301	0.147285	0.902116	0.754831	0.136339	0.0978843	0.0489421	0.010946	1	1	0.0601762	3.47033	0.449372	0.0117373	1.8481	0.449372	1	0.0117373	-0.001341	0.07868
49.98	0.755552	0.136027	0.0054487	0.146924	0.902476	0.755552	0.136027	0.0975241	0.048762	0.0108974	1	1	0.0601762	3.47033	0.449372	0.0116568	1.8481	0.449372	1	0.0116568	-0.001341	0.07868
50.04	0.756274	0.135714	0.00542435	0.146563	0.902837	0.756274	0.135714	0.0971634	0.0485817	0.0108487	1	1	0.0601762	3.47033	0.449372	0.0115835	1.8481	0.449372	1	0.0115835	-0.001163	0.06978
50.1	0.756996	0.135402	0.00539999	0.146202	0.903198	0.756996	0.135402	0.0968024	0.0484012	0.0108	1	1	0.0601762	3.47033	0.449372	0.0115137	1.8481	0.449372	1	0.0115137	-0.001163	0.06978
50.16	0.757717	0.13509	0.00537563	0.145842	0.903559	0.757717	0.13509	0.0964409	0.0482205	0.0107513	1	1	0.0601762	3.47033	0.449372	0.0114439	1.8481	0.449372	1	0.0114439	-0.001163	0.06978
50.22	0.758439	0.134779	0.0053513	0.145482	0.903921	0.758439	0.134779	0.0960791	0.0480396	0.0107026	1	1	0.0601762	3.47033	0.449372	0.0113741	1.8481	0.449372	1	0.0113741	-0.001163	0.06978
50.28	0.759161	0.134468	0.00532699	0.145122	0.904283	0.759161	0.134468	0.0957169	0.0478585	0.010654	1	1	0.0601762	3.47033	0.449372	0.0113044	1.8481	0.449372	1	0.0113044	-0.001163	0.06978
50.34	0.759882	0.134158	0.00530273	0.144763	0.904646	0.759882	0.134158	0.0953544	0.0476772	0.0106055	1	1	0.0601762	3.47033	0.449372	0.0112346	1.8481	0.449372	1	0.0112346	-0.001163	0.06978
50.4	0.760604	0.133847	0.00527852	0.144405	0.905008	0.760604	0.133847	0.0949915	0.0474958	0.010557	1	1	0.0601762	3.47033	0.449372	0.0111648	1.8481	0.449372	1	0.0111648	-0.001163	0.06978
50.46	0.761325	0.133537	0.00525437	0.144046	0.905372	0.761325	0.133537	0.0946284	0.0473142	0.0105087	1	1	0.0601762	3.47033	0.449372	0.011095	1.8481	0.449372	1	0.011095	-0.001163	0.06978
50.52	0.762047	0.133228	0.00523027	0.143688	0.905735	0.762047	0.133228	0.094265	0.0471325	0.0104605	1	1	0.0601762	3.47033	0.449372	0.0110252	1.8481	0.449372	1	0.0110252	-0.001163	0.06978
50.58	0.762768	0.132918	0.00520623	0.14333	0.906099	0.762768	0.132918	0.0939013	0.0469507	0.0104125	1	1	0.0601762	3.47033	0.449372	0.0109555	1.8481	0.449372	1	0.0109555	-0.001163	0.06978
50.64	0.76349	0.132608	0.00518224	0.142972	0.906462	0.76349	0.132608	0.0935375	0.0467688	0.0103645	1	1	0.0601762	3.47033	0.449372	0.0108857	1.8481	0.449372	1	0.0108857	-0.001163	0.06978
50.7	0.764212	0.132298	0.00515832	0.142615	0.906826	0.764212	0.132298	0.0931736	0.0465868	0.0103166	1	1	0.0601762	3.47033	0.449372	0.0108159	1.8481	0.449372	1	0.0108159	-0.001163	0.06978
50.76	0.764933	0.131989	0.00513445	0.142257	0.907191	0.764933	0.131989	0.0928095	0.0464047	0.0102689	1	1	0.0601762	3.47033	0.449372	0.0107461	1.8481	0.449372	1	0.0107461	-0.001163	0.06978
50.82	0.765655	0.131679	0.00511065	0.1419	0.907555	0.765655	0.131679	0.0924452	0.0462226	0.0102213	1	1	0.0601762	3.47033	0.449372	0.0106763	1.8481	0.449372	1	0.0106763	-0.001163	0.06978
50.88	0.766376	0.131369	0.00508689	0.141543	0.907919	0.766376	0.131369	0.0920809	0.0460405	0.0101738	1	1	0.0601762	3.47033	0.449372	0.0106066	1.8481	0.449372	1	0.0106066	-0.001163	0.06978
50.94	0.767098	0.131059	0.00506319	0.141185	0.908283	0.767098	0.131059	0.0917166	0.0458583	0.0101264	1	1	0.0601762	3.47033	0.449372	0.0105368	1.8481	0.449372	1	0.0105368	-0.001163	0.06978
51	0.76782	0.130748	0.00503954	0.140828	0.908648	0.76782	0.130748	0.0913522	0.0456761	0.0100791	1	1	0.0601762	3.47033	0.449372	0.010467	1.8481	0.449372	1	0.010467	-0.001163	0.06978
51.06	0.768542	0.130438	0.00501595	0.14047	0.909012	0.768542	0.130438	0.0909878	0.0454939	0.0100319	1	1	0.0601762	3.47033	0.449372	0.0103972	1.8481	0.449372	1	0.0103972	-0.001163	0.06978
51.12	0.769265	0.130127	0.00499239	0.140112	0.909377	0.769265	0.130127	0.0906234	0.0453117	0.00998479	1	1	0.0601762	3.47033	0.449372	0.0103274	1.8481	0.449372	1	0.0103274	-0.001163	0.06978
51.18	0.769987	0.129816	0.00496888	0.139754	0.909741	0.769987	0.129816	0.090259	0.0451295	0.00993777	1	1	0.0601762	3.47033	0.449372	0.0102577	1.8481	0.449372	1	0.0102577	-0.001163	0.06978
51.24	0.77071	0.129505	0.00494542	0.139396	0.910105	0.77071	0.129505	0.0898947	0.0449473	0.00989084	1	1	0.0601762	3.47033	0.449372	0.0101879	1.8481	0.449372	1	0.0101879	-0.001163	0.06978
51.3	0.771433	0.129193	0.00492199	0.139037	0.91047	0.771433	0.129193	0.0895304	0.0447652	0.00984398	1	1	0.0601762	3.47033	0.449372	0.0101181	1.8481	0.449372	1	0.0101181	-0.001163	0.06978
51.36	0.772156	0.128881	0.0048986	0.138678	0.910834	0.772156	0.128881	0.0891662	0.0445831	0.00979721	1	1	0.0601762	3.47033	0.449372	0.0100483	1.8481	0.449372	1	0.0100483	-0.001163	0.06978
51.42	0.772879	0.128568	0.00487525	0.138319	0.911198	0.772879	0.128568	0.0888021	0.0444011	0.0097505	1	1	0.0601762	3.47033	0.449372	0.00997854	1.8481	0.449372	1	0.00997854	-0.001163	0.06978
51.48	0.773603	0.128255	0.00485193	0.137959	0.911562	0.773603	0.128255	0.0884381	0.044219	0.00970386	1	1	0.0601762	3.47033	0.449372	0.00990876	1.8481	0.449372	1	0.00990876	-0.001163	0.06978
51.54	0.774327	0.127941	0.00482864	0.137599	0.911926	0.774327	0.127941	0.0880742	0.0440371	0.00965727	1	1	0.0601762	3.47033	0.449372	0.00983898	1.8481	0.449372	1	0.00983898	-0.001163	0.06978
51.6	0.775051	0.127627	0.00480537	0.137238	0.91229	0.775051	0.127627	0.0877104	0.0438552	0.00961075	1	1	0.0601762	3.47033	0.449372	0.0097692	1.8481	0.449372	1	0.0097692	-0.001163	0.06978
51.66	0.775776	0.127313	0.00478214	0.136877	0.912653	0.775776	0.127313	0.0873467	0.0436734	0.00956428	1	1	0.0601762	3.47033	0.449372	0.00969942	1.8481	0.449372	1	0.00969942	-0.001163	0.06978
51.72	0.776501	0.126997	0.00475893	0.136515	0.913017	0.776501	0.126997	0.0869832	0.0434916	0.00951785	1	1	0.0601762	3.47033	0.449372	0.00962964	1.8481	0.449372	1	0.00962964	-0.001163	0.06978
51.78	0.777227	0.126682	0.00473574	0.136153	0.91338	0.777227	0.126682	0.0866198	0.0433099	0.00947147	1	1	0.0601762	3.47033	0.449372	0.00955986	1.8481	0.449372	1	0.00955986	-0.001163	0.06978
51.84	0.777953	0.126365	0.00471257	0.13579	0.913743	0.777953	0.126365	0.0862566	0.0431283	0.00942513	1	1	0.0601762	3.47033	0.449372	0.00949008	1.8481	0.449372	1	0.00949008	-0.001163	0.06978
51.9	0.77868	0.126048	0.00468941	0.135427	0.914107	0.77868	0.126048	0.0858935	0.0429467	0.00937883	1	1	0.0601762	3.47033	0.449372	0.0094203	1.8481	0.449372	1	0.0094203	-0.001163	0.06978
51.96	0.779407	0.12573	0.00466628	0.135063	0.914469	0.779407	0.12573	0.0855305	0.0427653	0.00933256	1	1	0.0601762	3.47033	0.449372	0.00935052	1.8481	0.449372	1	0.00935052	-0.001163	0.06978
52.02	0.780134	0.125412	0.00464316	0.134698	0.914832	0.780134	0.125412	0.0851677	0.0425839	0.00928632	1	1	0.0601762	3.47033	0.449372	0.00928074	1.8481	0.449372	1	0.00928074	-0.001163	0.06978
52.08	0.780862	0.125092	0.00462005	0.134333	0.915195	0.780862	0.125092	0.0848051	0.0424025	0.00924011	1	1	0.0601762	3.47033	0.449372	0.00921096	1.8481	0.449372	1	0.00921096	-0.001163	0.06978
52.14	0.781591	0.124772	0.00459696	0.133966	0.915557	0.781591	0.124772	0.0844426	0.0422213	0.00919392	1	1	0.0601762	3.47033	0.449372	0.00914118	1.8481	0.449372	1	0.00914118	-0.001163	0.06978
52.2	0.78232	0.124452	0.00457388	0.133599	0.91592	0.78232	0.124452	0.0840802	0.0420401	0.00914775	1	1	0.0601762	3.47033	0.449372	0.0090714	1.8481	0.449372	1	0.0090714	-0.001163	0.06978
52.26	0.78305	0.12413	0.0045508	0.133232	0.916282	0.78305	0.12413	0.0837181	0.041859	0.0091016	1	1	0.0601762	3.47033	0.449372	0.00900162	1.8481	0.449372	1	0.00900162	-0.001163	0.06978
52.32	0.783781	0.123808	0.00452773	0.132863	0.916644	0.783781	0.123808	0.083356	0.041678	0.00905547	1	1	0.0601762	3.47033	0.449372	0.00893184	1.8481	0.449372	1	0.00893184	-0.001163	0.06978
52.38	0.784512	0.123484	0.00450467	0.132494	0.917006	0.784512	0.123484	0.0829942	0.0414971	0.00900934	1	1	0.0601762	3.47033	0.449372	0.00886206	1.8481	0.449372	1	0.00886206	-0.001163	0.06978
52.44	0.785244	0.12316	0.00448162	0.132123	0.917368	0.785244	0.12316	0.0826325	0.0413162	0.00896323	1	1	0.0601762	3.47033	0.449372	0.00879228	1.8481	0.449372	1	0.00879228	-0.001163	0.06978
52.5	0.785977	0.122835	0.00445856	0.131752	0.917729	0.785977	0.122835	0.0822709	0.0411354	0.00891713	1	1	0.0601762	3.47033	0.449372	0.0087225	1.8481	0.449372	1	0.0087225	-0.001163	0.06978
52.56	0.78671	0.122509	0.00443551	0.13138	0.918091	0.78671	0.122509	0.0819095	0.0409547	0.00887103	1	1	0.0601762	3.47033	0.449372	0.00865272	1.8481	0.449372	1	0.00865272	-0.001163	0.06978
52.62	0.787444	0.122183	0.00441246	0.131007	0.918452	0.787444	0.122183	0.0815482	0.0407741	0.00882493	1	1	0.0601762	3.47033	0.449372	0.00858294	1.8481	0.449372	1	0.00858294	-0.001163	0.06978
52.68	0.788179	0.121855	0.00438942	0.130634	0.918813	0.788179	0.121855	0.0811871	0.0405935	0.00877883	1	1	0.0601762	3.47033	0.449372	0.00851316	1.8481	0.449372	1	0.00851316	-0.001163	0.06978
